file,plot.UID,plot_nr,timestamp,spike_count,volume_mean,volume_sum
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340090_FIP2_20230605_115949/FPWW0340090_FIP2_20230605_115949_filtered_results.csv,FPWW0340,090,2023-06-05,55,2228.5636363636363,122571
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340040_FIP2_20230605_115718/FPWW0340040_FIP2_20230605_115718_filtered_results.csv,FPWW0340,040,2023-06-05,46,2371.7608695652175,109101
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340060_FIP2_20230605_115907/FPWW0340060_FIP2_20230605_115907_filtered_results.csv,FPWW0340,060,2023-06-05,53,3433.9056603773583,181997
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340050_FIP2_20230605_115609/FPWW0340050_FIP2_20230605_115609_filtered_results.csv,FPWW0340,050,2023-06-05,54,2321.3888888888887,125355
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340080_FIP2_20230605_120057/FPWW0340080_FIP2_20230605_120057_filtered_results.csv,FPWW0340,080,2023-06-05,61,1615.8196721311476,98565
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340070_FIP2_20230605_115757/FPWW0340070_FIP2_20230605_115757_filtered_results.csv,FPWW0340,070,2023-06-05,54,2464.222222222222,133068
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340235_FIP2_20230605_122033/FPWW0340235_FIP2_20230605_122033_filtered_results.csv,FPWW0340,235,2023-06-05,42,2534.809523809524,106462
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340323_FIP2_20230605_122645/FPWW0340323_FIP2_20230605_122645_filtered_results.csv,FPWW0340,323,2023-06-05,50,2301.04,115052
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340251_FIP2_20230605_121843/FPWW0340251_FIP2_20230605_121843_filtered_results.csv,FPWW0340,251,2023-06-05,49,2685.6938775510203,131599
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340087_FIP2_20230605_120009/FPWW0340087_FIP2_20230605_120009_filtered_results.csv,FPWW0340,087,2023-06-05,57,2285.6666666666665,130283
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340336_FIP2_20230605_122922/FPWW0340336_FIP2_20230605_122922_filtered_results.csv,FPWW0340,336,2023-06-05,55,2593.8545454545456,142662
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340248_FIP2_20230605_121903/FPWW0340248_FIP2_20230605_121903_filtered_results.csv,FPWW0340,248,2023-06-05,55,1836.7636363636364,101022
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340338_FIP2_20230605_122908/FPWW0340338_FIP2_20230605_122908_filtered_results.csv,FPWW0340,338,2023-06-05,65,2682.769230769231,174380
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340213_FIP2_20230605_121454/FPWW0340213_FIP2_20230605_121454_filtered_results.csv,FPWW0340,213,2023-06-05,56,3565.5535714285716,199671
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340383_FIP2_20230605_123613/FPWW0340383_FIP2_20230605_123613_filtered_results.csv,FPWW0340,383,2023-06-05,56,2103.4285714285716,117792
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340395_FIP2_20230605_123451/FPWW0340395_FIP2_20230605_123451_filtered_results.csv,FPWW0340,395,2023-06-05,59,2748.677966101695,162172
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340253_FIP2_20230605_122230/FPWW0340253_FIP2_20230605_122230_filtered_results.csv,FPWW0340,253,2023-06-05,54,3229.537037037037,174395
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340042_FIP2_20230605_115704/FPWW0340042_FIP2_20230605_115704_filtered_results.csv,FPWW0340,042,2023-06-05,49,3223.5102040816328,157952
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340430_FIP2_20230605_124029/FPWW0340430_FIP2_20230605_124029_filtered_results.csv,FPWW0340,430,2023-06-05,42,2097.7619047619046,88106
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340097_FIP2_20230605_120305/FPWW0340097_FIP2_20230605_120305_filtered_results.csv,FPWW0340,097,2023-06-05,74,3010.2567567567567,222759
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340145_FIP2_20230605_121030/FPWW0340145_FIP2_20230605_121030_filtered_results.csv,FPWW0340,145,2023-06-05,31,3192.5806451612902,98970
/data-kp/FIP/Analysis/2023/WW034/volume_prediction/2023/2023_06_05_12_54_Lot1/FPWW0340193_FIP2_20230605_121309/FPWW0340193_FIP2_20230605_121309_filtered_results.csv,FPWW0340,193,2023-06-05,44,1798.1363636363637,79118
