exp_UID,plot_UID,gen_id,genotype_name,lot,range_lot,row_lot,plot,plant_id,plant_UID,set
FPWW034,FPWW0340150,33,AKTEUR,1,7,9,150,10,FPWW0340150_10,SFH
FPWW034,FPWW0340175,2,TAMARO,1,7,10,175,1,FPWW0340175_1,SFH
FPWW034,FPWW0340175,2,TAMARO,1,7,10,175,2,FPWW0340175_2,SFH
FPWW034,FPWW0340175,2,TAMARO,1,7,10,175,3,FPWW0340175_3,SFH
FPWW034,FPWW0340175,2,TAMARO,1,7,10,175,4,FPWW0340175_4,SFH
FPWW034,FPWW0340175,2,TAMARO,1,7,10,175,5,FPWW0340175_5,SFH
FPWW034,FPWW0340175,2,TAMARO,1,7,10,175,6,FPWW0340175_6,SFH
FPWW034,FPWW0340175,2,TAMARO,1,7,10,175,7,FPWW0340175_7,SFH
FPWW034,FPWW0340175,2,TAMARO,1,7,10,175,8,FPWW0340175_8,SFH
FPWW034,FPWW0340175,2,TAMARO,1,7,10,175,9,FPWW0340175_9,SFH
FPWW034,FPWW0340175,2,TAMARO,1,7,10,175,10,FPWW0340175_10,SFH
FPWW034,FPWW0340102,452,MONTALBANO,1,8,6,102,1,FPWW0340102_1,SFE
FPWW034,FPWW0340102,452,MONTALBANO,1,8,6,102,2,FPWW0340102_2,SFE
FPWW034,FPWW0340102,452,MONTALBANO,1,8,6,102,3,FPWW0340102_3,SFE
FPWW034,FPWW0340102,452,MONTALBANO,1,8,6,102,4,FPWW0340102_4,SFE
FPWW034,FPWW0340102,452,MONTALBANO,1,8,6,102,5,FPWW0340102_5,SFE
FPWW034,FPWW0340102,452,MONTALBANO,1,8,6,102,6,FPWW0340102_6,SFE
FPWW034,FPWW0340102,452,MONTALBANO,1,8,6,102,7,FPWW0340102_7,SFE
FPWW034,FPWW0340102,452,MONTALBANO,1,8,6,102,8,FPWW0340102_8,SFE
FPWW034,FPWW0340102,452,MONTALBANO,1,8,6,102,9,FPWW0340102_9,SFE
FPWW034,FPWW0340102,452,MONTALBANO,1,8,6,102,10,FPWW0340102_10,SFE
FPWW034,FPWW0340115,23,HANSWIN,1,8,7,115,1,FPWW0340115_1,SFE
FPWW034,FPWW0340115,23,HANSWIN,1,8,7,115,2,FPWW0340115_2,SFE
FPWW034,FPWW0340115,23,HANSWIN,1,8,7,115,3,FPWW0340115_3,SFE
FPWW034,FPWW0340115,23,HANSWIN,1,8,7,115,4,FPWW0340115_4,SFE
FPWW034,FPWW0340115,23,HANSWIN,1,8,7,115,5,FPWW0340115_5,SFE
FPWW034,FPWW0340115,23,HANSWIN,1,8,7,115,6,FPWW0340115_6,SFE
FPWW034,FPWW0340115,23,HANSWIN,1,8,7,115,7,FPWW0340115_7,SFE
FPWW034,FPWW0340115,23,HANSWIN,1,8,7,115,8,FPWW0340115_8,SFE
FPWW034,FPWW0340115,23,HANSWIN,1,8,7,115,9,FPWW0340115_9,SFE
FPWW034,FPWW0340115,23,HANSWIN,1,8,7,115,10,FPWW0340115_10,SFE
FPWW034,FPWW0340138,546,ALPVAL,1,8,8,138,1,FPWW0340138_1,SFE
FPWW034,FPWW0340138,546,ALPVAL,1,8,8,138,2,FPWW0340138_2,SFE
FPWW034,FPWW0340138,546,ALPVAL,1,8,8,138,3,FPWW0340138_3,SFE
FPWW034,FPWW0340138,546,ALPVAL,1,8,8,138,4,FPWW0340138_4,SFE
FPWW034,FPWW0340138,546,ALPVAL,1,8,8,138,5,FPWW0340138_5,SFE
FPWW034,FPWW0340138,546,ALPVAL,1,8,8,138,6,FPWW0340138_6,SFE
FPWW034,FPWW0340138,546,ALPVAL,1,8,8,138,7,FPWW0340138_7,SFE
FPWW034,FPWW0340138,546,ALPVAL,1,8,8,138,8,FPWW0340138_8,SFE
FPWW034,FPWW0340138,546,ALPVAL,1,8,8,138,9,FPWW0340138_9,SFE
FPWW034,FPWW0340138,546,ALPVAL,1,8,8,138,10,FPWW0340138_10,SFE
FPWW034,FPWW0340151,27,SIMANO,1,8,9,151,1,FPWW0340151_1,SFH
FPWW034,FPWW0340151,27,SIMANO,1,8,9,151,2,FPWW0340151_2,SFH
FPWW034,FPWW0340151,27,SIMANO,1,8,9,151,3,FPWW0340151_3,SFH
FPWW034,FPWW0340151,27,SIMANO,1,8,9,151,4,FPWW0340151_4,SFH
FPWW034,FPWW0340151,27,SIMANO,1,8,9,151,5,FPWW0340151_5,SFH
FPWW034,FPWW0340151,27,SIMANO,1,8,9,151,6,FPWW0340151_6,SFH
FPWW034,FPWW0340151,27,SIMANO,1,8,9,151,7,FPWW0340151_7,SFH
FPWW034,FPWW0340151,27,SIMANO,1,8,9,151,8,FPWW0340151_8,SFH
FPWW034,FPWW0340151,27,SIMANO,1,8,9,151,9,FPWW0340151_9,SFH
FPWW034,FPWW0340151,27,SIMANO,1,8,9,151,10,FPWW0340151_10,SFH
FPWW034,FPWW0340174,578,Fidel,1,8,10,174,1,FPWW0340174_1,SFH
FPWW034,FPWW0340174,578,Fidel,1,8,10,174,2,FPWW0340174_2,SFH
FPWW034,FPWW0340174,578,Fidel,1,8,10,174,3,FPWW0340174_3,SFH
FPWW034,FPWW0340174,578,Fidel,1,8,10,174,4,FPWW0340174_4,SFH
FPWW034,FPWW0340174,578,Fidel,1,8,10,174,5,FPWW0340174_5,SFH
FPWW034,FPWW0340174,578,Fidel,1,8,10,174,6,FPWW0340174_6,SFH
FPWW034,FPWW0340174,578,Fidel,1,8,10,174,7,FPWW0340174_7,SFH
FPWW034,FPWW0340174,578,Fidel,1,8,10,174,8,FPWW0340174_8,SFH
FPWW034,FPWW0340174,578,Fidel,1,8,10,174,9,FPWW0340174_9,SFH
FPWW034,FPWW0340174,578,Fidel,1,8,10,174,10,FPWW0340174_10,SFH
FPWW034,FPWW0340101,615,CAMPESINO,1,9,6,101,1,FPWW0340101_1,SFE
FPWW034,FPWW0340101,615,CAMPESINO,1,9,6,101,2,FPWW0340101_2,SFE
FPWW034,FPWW0340101,615,CAMPESINO,1,9,6,101,3,FPWW0340101_3,SFE
FPWW034,FPWW0340101,615,CAMPESINO,1,9,6,101,4,FPWW0340101_4,SFE
FPWW034,FPWW0340101,615,CAMPESINO,1,9,6,101,5,FPWW0340101_5,SFE
FPWW034,FPWW0340101,615,CAMPESINO,1,9,6,101,6,FPWW0340101_6,SFE
FPWW034,FPWW0340101,615,CAMPESINO,1,9,6,101,7,FPWW0340101_7,SFE
FPWW034,FPWW0340101,615,CAMPESINO,1,9,6,101,8,FPWW0340101_8,SFE
FPWW034,FPWW0340101,615,CAMPESINO,1,9,6,101,9,FPWW0340101_9,SFE
FPWW034,FPWW0340101,615,CAMPESINO,1,9,6,101,10,FPWW0340101_10,SFE
FPWW034,FPWW0340116,28,FOREL,1,9,7,116,1,FPWW0340116_1,SFE
FPWW034,FPWW0340116,28,FOREL,1,9,7,116,2,FPWW0340116_2,SFE
FPWW034,FPWW0340116,28,FOREL,1,9,7,116,3,FPWW0340116_3,SFE
FPWW034,FPWW0340116,28,FOREL,1,9,7,116,4,FPWW0340116_4,SFE
FPWW034,FPWW0340116,28,FOREL,1,9,7,116,5,FPWW0340116_5,SFE
FPWW034,FPWW0340116,28,FOREL,1,9,7,116,6,FPWW0340116_6,SFE
FPWW034,FPWW0340116,28,FOREL,1,9,7,116,7,FPWW0340116_7,SFE
FPWW034,FPWW0340116,28,FOREL,1,9,7,116,8,FPWW0340116_8,SFE
FPWW034,FPWW0340116,28,FOREL,1,9,7,116,9,FPWW0340116_9,SFE
FPWW034,FPWW0340116,28,FOREL,1,9,7,116,10,FPWW0340116_10,SFE
FPWW034,FPWW0340137,583,Aurelius,1,9,8,137,1,FPWW0340137_1,SFE
FPWW034,FPWW0340137,583,Aurelius,1,9,8,137,2,FPWW0340137_2,SFE
FPWW034,FPWW0340137,583,Aurelius,1,9,8,137,3,FPWW0340137_3,SFE
FPWW034,FPWW0340137,583,Aurelius,1,9,8,137,4,FPWW0340137_4,SFE
FPWW034,FPWW0340137,583,Aurelius,1,9,8,137,5,FPWW0340137_5,SFE
FPWW034,FPWW0340137,583,Aurelius,1,9,8,137,6,FPWW0340137_6,SFE
FPWW034,FPWW0340137,583,Aurelius,1,9,8,137,7,FPWW0340137_7,SFE
FPWW034,FPWW0340137,583,Aurelius,1,9,8,137,8,FPWW0340137_8,SFE
FPWW034,FPWW0340137,583,Aurelius,1,9,8,137,9,FPWW0340137_9,SFE
FPWW034,FPWW0340137,583,Aurelius,1,9,8,137,10,FPWW0340137_10,SFE
FPWW034,FPWW0340152,602,FLINOR,1,9,9,152,1,FPWW0340152_1,SFH
FPWW034,FPWW0340152,602,FLINOR,1,9,9,152,2,FPWW0340152_2,SFH
FPWW034,FPWW0340152,602,FLINOR,1,9,9,152,3,FPWW0340152_3,SFH
FPWW034,FPWW0340152,602,FLINOR,1,9,9,152,4,FPWW0340152_4,SFH
FPWW034,FPWW0340152,602,FLINOR,1,9,9,152,5,FPWW0340152_5,SFH
FPWW034,FPWW0340152,602,FLINOR,1,9,9,152,6,FPWW0340152_6,SFH
FPWW034,FPWW0340152,602,FLINOR,1,9,9,152,7,FPWW0340152_7,SFH
FPWW034,FPWW0340152,602,FLINOR,1,9,9,152,8,FPWW0340152_8,SFH
FPWW034,FPWW0340152,602,FLINOR,1,9,9,152,9,FPWW0340152_9,SFH
FPWW034,FPWW0340152,602,FLINOR,1,9,9,152,10,FPWW0340152_10,SFH
FPWW034,FPWW0340173,67,Greif,1,9,10,173,1,FPWW0340173_1,SFH
FPWW034,FPWW0340173,67,Greif,1,9,10,173,2,FPWW0340173_2,SFH
FPWW034,FPWW0340173,67,Greif,1,9,10,173,3,FPWW0340173_3,SFH
FPWW034,FPWW0340173,67,Greif,1,9,10,173,4,FPWW0340173_4,SFH
FPWW034,FPWW0340173,67,Greif,1,9,10,173,5,FPWW0340173_5,SFH
FPWW034,FPWW0340173,67,Greif,1,9,10,173,6,FPWW0340173_6,SFH
FPWW034,FPWW0340173,67,Greif,1,9,10,173,7,FPWW0340173_7,SFH
FPWW034,FPWW0340173,67,Greif,1,9,10,173,8,FPWW0340173_8,SFH
FPWW034,FPWW0340173,67,Greif,1,9,10,173,9,FPWW0340173_9,SFH
FPWW034,FPWW0340173,67,Greif,1,9,10,173,10,FPWW0340173_10,SFH
FPWW034,FPWW0340100,593,GK Sziliard,1,10,6,100,1,FPWW0340100_1,SFE
FPWW034,FPWW0340100,593,GK Sziliard,1,10,6,100,2,FPWW0340100_2,SFE
FPWW034,FPWW0340100,593,GK Sziliard,1,10,6,100,3,FPWW0340100_3,SFE
FPWW034,FPWW0340100,593,GK Sziliard,1,10,6,100,4,FPWW0340100_4,SFE
FPWW034,FPWW0340100,593,GK Sziliard,1,10,6,100,5,FPWW0340100_5,SFE
FPWW034,FPWW0340100,593,GK Sziliard,1,10,6,100,6,FPWW0340100_6,SFE
FPWW034,FPWW0340100,593,GK Sziliard,1,10,6,100,7,FPWW0340100_7,SFE
FPWW034,FPWW0340100,593,GK Sziliard,1,10,6,100,8,FPWW0340100_8,SFE
FPWW034,FPWW0340100,593,GK Sziliard,1,10,6,100,9,FPWW0340100_9,SFE
FPWW034,FPWW0340100,593,GK Sziliard,1,10,6,100,10,FPWW0340100_10,SFE
FPWW034,FPWW0340117,591,Costello,1,10,7,117,1,FPWW0340117_1,SFE
FPWW034,FPWW0340117,591,Costello,1,10,7,117,2,FPWW0340117_2,SFE
FPWW034,FPWW0340117,591,Costello,1,10,7,117,3,FPWW0340117_3,SFE
FPWW034,FPWW0340117,591,Costello,1,10,7,117,4,FPWW0340117_4,SFE
FPWW034,FPWW0340117,591,Costello,1,10,7,117,5,FPWW0340117_5,SFE
FPWW034,FPWW0340117,591,Costello,1,10,7,117,6,FPWW0340117_6,SFE
FPWW034,FPWW0340117,591,Costello,1,10,7,117,7,FPWW0340117_7,SFE
FPWW034,FPWW0340117,591,Costello,1,10,7,117,8,FPWW0340117_8,SFE
FPWW034,FPWW0340117,591,Costello,1,10,7,117,9,FPWW0340117_9,SFE
FPWW034,FPWW0340117,591,Costello,1,10,7,117,10,FPWW0340117_10,SFE
FPWW034,FPWW0340136,664,AXEN & 211.14074,1,10,8,136,1,FPWW0340136_1,SFE
FPWW034,FPWW0340136,664,AXEN & 211.14074,1,10,8,136,2,FPWW0340136_2,SFE
FPWW034,FPWW0340136,664,AXEN & 211.14074,1,10,8,136,3,FPWW0340136_3,SFE
FPWW034,FPWW0340136,664,AXEN & 211.14074,1,10,8,136,4,FPWW0340136_4,SFE
FPWW034,FPWW0340136,664,AXEN & 211.14074,1,10,8,136,5,FPWW0340136_5,SFE
FPWW034,FPWW0340136,664,AXEN & 211.14074,1,10,8,136,6,FPWW0340136_6,SFE
FPWW034,FPWW0340136,664,AXEN & 211.14074,1,10,8,136,7,FPWW0340136_7,SFE
FPWW034,FPWW0340136,664,AXEN & 211.14074,1,10,8,136,8,FPWW0340136_8,SFE
FPWW034,FPWW0340136,664,AXEN & 211.14074,1,10,8,136,9,FPWW0340136_9,SFE
FPWW034,FPWW0340136,664,AXEN & 211.14074,1,10,8,136,10,FPWW0340136_10,SFE
FPWW034,FPWW0340153,604,EIGER,1,10,9,153,1,FPWW0340153_1,SFH
FPWW034,FPWW0340153,604,EIGER,1,10,9,153,2,FPWW0340153_2,SFH
FPWW034,FPWW0340153,604,EIGER,1,10,9,153,3,FPWW0340153_3,SFH
FPWW034,FPWW0340153,604,EIGER,1,10,9,153,4,FPWW0340153_4,SFH
FPWW034,FPWW0340153,604,EIGER,1,10,9,153,5,FPWW0340153_5,SFH
FPWW034,FPWW0340153,604,EIGER,1,10,9,153,6,FPWW0340153_6,SFH
FPWW034,FPWW0340153,604,EIGER,1,10,9,153,7,FPWW0340153_7,SFH
FPWW034,FPWW0340153,604,EIGER,1,10,9,153,8,FPWW0340153_8,SFH
FPWW034,FPWW0340153,604,EIGER,1,10,9,153,9,FPWW0340153_9,SFH
FPWW034,FPWW0340153,604,EIGER,1,10,9,153,10,FPWW0340153_10,SFH
FPWW034,FPWW0340172,7,Apache,1,10,10,172,1,FPWW0340172_1,SFH
FPWW034,FPWW0340172,7,Apache,1,10,10,172,2,FPWW0340172_2,SFH
FPWW034,FPWW0340172,7,Apache,1,10,10,172,3,FPWW0340172_3,SFH
FPWW034,FPWW0340172,7,Apache,1,10,10,172,4,FPWW0340172_4,SFH
FPWW034,FPWW0340172,7,Apache,1,10,10,172,5,FPWW0340172_5,SFH
FPWW034,FPWW0340172,7,Apache,1,10,10,172,6,FPWW0340172_6,SFH
FPWW034,FPWW0340172,7,Apache,1,10,10,172,7,FPWW0340172_7,SFH
FPWW034,FPWW0340172,7,Apache,1,10,10,172,8,FPWW0340172_8,SFH
FPWW034,FPWW0340172,7,Apache,1,10,10,172,9,FPWW0340172_9,SFH
FPWW034,FPWW0340172,7,Apache,1,10,10,172,10,FPWW0340172_10,SFH
FPWW034,FPWW0340099,472,CADLIMO,1,11,6,99,1,FPWW0340099_1,SFE
FPWW034,FPWW0340099,472,CADLIMO,1,11,6,99,2,FPWW0340099_2,SFE
FPWW034,FPWW0340099,472,CADLIMO,1,11,6,99,3,FPWW0340099_3,SFE
FPWW034,FPWW0340099,472,CADLIMO,1,11,6,99,4,FPWW0340099_4,SFE
FPWW034,FPWW0340099,472,CADLIMO,1,11,6,99,5,FPWW0340099_5,SFE
FPWW034,FPWW0340099,472,CADLIMO,1,11,6,99,6,FPWW0340099_6,SFE
FPWW034,FPWW0340099,472,CADLIMO,1,11,6,99,7,FPWW0340099_7,SFE
FPWW034,FPWW0340099,472,CADLIMO,1,11,6,99,8,FPWW0340099_8,SFE
FPWW034,FPWW0340099,472,CADLIMO,1,11,6,99,9,FPWW0340099_9,SFE
FPWW034,FPWW0340099,472,CADLIMO,1,11,6,99,10,FPWW0340099_10,SFE
FPWW034,FPWW0340118,459,ROSATCH,1,11,7,118,1,FPWW0340118_1,SFE
FPWW034,FPWW0340118,459,ROSATCH,1,11,7,118,2,FPWW0340118_2,SFE
FPWW034,FPWW0340118,459,ROSATCH,1,11,7,118,3,FPWW0340118_3,SFE
FPWW034,FPWW0340118,459,ROSATCH,1,11,7,118,4,FPWW0340118_4,SFE
FPWW034,FPWW0340118,459,ROSATCH,1,11,7,118,5,FPWW0340118_5,SFE
FPWW034,FPWW0340118,459,ROSATCH,1,11,7,118,6,FPWW0340118_6,SFE
FPWW034,FPWW0340118,459,ROSATCH,1,11,7,118,7,FPWW0340118_7,SFE
FPWW034,FPWW0340118,459,ROSATCH,1,11,7,118,8,FPWW0340118_8,SFE
FPWW034,FPWW0340118,459,ROSATCH,1,11,7,118,9,FPWW0340118_9,SFE
FPWW034,FPWW0340118,459,ROSATCH,1,11,7,118,10,FPWW0340118_10,SFE
FPWW034,FPWW0340135,11116405,PIANALTO,1,11,8,135,1,FPWW0340135_1,SFE
FPWW034,FPWW0340135,11116405,PIANALTO,1,11,8,135,2,FPWW0340135_2,SFE
FPWW034,FPWW0340135,11116405,PIANALTO,1,11,8,135,3,FPWW0340135_3,SFE
FPWW034,FPWW0340135,11116405,PIANALTO,1,11,8,135,4,FPWW0340135_4,SFE
FPWW034,FPWW0340135,11116405,PIANALTO,1,11,8,135,5,FPWW0340135_5,SFE
FPWW034,FPWW0340135,11116405,PIANALTO,1,11,8,135,6,FPWW0340135_6,SFE
FPWW034,FPWW0340135,11116405,PIANALTO,1,11,8,135,7,FPWW0340135_7,SFE
FPWW034,FPWW0340135,11116405,PIANALTO,1,11,8,135,8,FPWW0340135_8,SFE
FPWW034,FPWW0340135,11116405,PIANALTO,1,11,8,135,9,FPWW0340135_9,SFE
FPWW034,FPWW0340135,11116405,PIANALTO,1,11,8,135,10,FPWW0340135_10,SFE
FPWW034,FPWW0340154,605,SARDONA,1,11,9,154,1,FPWW0340154_1,SFH
FPWW034,FPWW0340154,605,SARDONA,1,11,9,154,2,FPWW0340154_2,SFH
FPWW034,FPWW0340154,605,SARDONA,1,11,9,154,3,FPWW0340154_3,SFH
FPWW034,FPWW0340154,605,SARDONA,1,11,9,154,4,FPWW0340154_4,SFH
FPWW034,FPWW0340154,605,SARDONA,1,11,9,154,5,FPWW0340154_5,SFH
FPWW034,FPWW0340154,605,SARDONA,1,11,9,154,6,FPWW0340154_6,SFH
FPWW034,FPWW0340154,605,SARDONA,1,11,9,154,7,FPWW0340154_7,SFH
FPWW034,FPWW0340154,605,SARDONA,1,11,9,154,8,FPWW0340154_8,SFH
FPWW034,FPWW0340154,605,SARDONA,1,11,9,154,9,FPWW0340154_9,SFH
FPWW034,FPWW0340154,605,SARDONA,1,11,9,154,10,FPWW0340154_10,SFH
FPWW034,FPWW0340171,456,SPONTAN,1,11,10,171,1,FPWW0340171_1,SFH
FPWW034,FPWW0340171,456,SPONTAN,1,11,10,171,2,FPWW0340171_2,SFH
FPWW034,FPWW0340171,456,SPONTAN,1,11,10,171,3,FPWW0340171_3,SFH
FPWW034,FPWW0340171,456,SPONTAN,1,11,10,171,4,FPWW0340171_4,SFH
FPWW034,FPWW0340171,456,SPONTAN,1,11,10,171,5,FPWW0340171_5,SFH
FPWW034,FPWW0340171,456,SPONTAN,1,11,10,171,6,FPWW0340171_6,SFH
FPWW034,FPWW0340171,456,SPONTAN,1,11,10,171,7,FPWW0340171_7,SFH
FPWW034,FPWW0340171,456,SPONTAN,1,11,10,171,8,FPWW0340171_8,SFH
FPWW034,FPWW0340171,456,SPONTAN,1,11,10,171,9,FPWW0340171_9,SFH
FPWW034,FPWW0340171,456,SPONTAN,1,11,10,171,10,FPWW0340171_10,SFH
FPWW034,FPWW0340098,19111861,LG_MONDIAL,1,12,6,98,1,FPWW0340098_1,SFE
FPWW034,FPWW0340098,19111861,LG_MONDIAL,1,12,6,98,2,FPWW0340098_2,SFE
FPWW034,FPWW0340098,19111861,LG_MONDIAL,1,12,6,98,3,FPWW0340098_3,SFE
FPWW034,FPWW0340098,19111861,LG_MONDIAL,1,12,6,98,4,FPWW0340098_4,SFE
FPWW034,FPWW0340098,19111861,LG_MONDIAL,1,12,6,98,5,FPWW0340098_5,SFE
FPWW034,FPWW0340098,19111861,LG_MONDIAL,1,12,6,98,6,FPWW0340098_6,SFE
FPWW034,FPWW0340098,19111861,LG_MONDIAL,1,12,6,98,7,FPWW0340098_7,SFE
FPWW034,FPWW0340098,19111861,LG_MONDIAL,1,12,6,98,8,FPWW0340098_8,SFE
FPWW034,FPWW0340098,19111861,LG_MONDIAL,1,12,6,98,9,FPWW0340098_9,SFE
FPWW034,FPWW0340098,19111861,LG_MONDIAL,1,12,6,98,10,FPWW0340098_10,SFE
FPWW034,FPWW0340119,548,BARETTA & MONTALBANO,1,12,7,119,1,FPWW0340119_1,SFE
FPWW034,FPWW0340119,548,BARETTA & MONTALBANO,1,12,7,119,2,FPWW0340119_2,SFE
FPWW034,FPWW0340119,548,BARETTA & MONTALBANO,1,12,7,119,3,FPWW0340119_3,SFE
FPWW034,FPWW0340119,548,BARETTA & MONTALBANO,1,12,7,119,4,FPWW0340119_4,SFE
FPWW034,FPWW0340119,548,BARETTA & MONTALBANO,1,12,7,119,5,FPWW0340119_5,SFE
FPWW034,FPWW0340119,548,BARETTA & MONTALBANO,1,12,7,119,6,FPWW0340119_6,SFE
FPWW034,FPWW0340119,548,BARETTA & MONTALBANO,1,12,7,119,7,FPWW0340119_7,SFE
FPWW034,FPWW0340119,548,BARETTA & MONTALBANO,1,12,7,119,8,FPWW0340119_8,SFE
FPWW034,FPWW0340119,548,BARETTA & MONTALBANO,1,12,7,119,9,FPWW0340119_9,SFE
FPWW034,FPWW0340119,548,BARETTA & MONTALBANO,1,12,7,119,10,FPWW0340119_10,SFE
FPWW034,FPWW0340134,584,Dagmar,1,12,8,134,1,FPWW0340134_1,SFE
FPWW034,FPWW0340134,584,Dagmar,1,12,8,134,2,FPWW0340134_2,SFE
FPWW034,FPWW0340134,584,Dagmar,1,12,8,134,3,FPWW0340134_3,SFE
FPWW034,FPWW0340134,584,Dagmar,1,12,8,134,4,FPWW0340134_4,SFE
FPWW034,FPWW0340134,584,Dagmar,1,12,8,134,5,FPWW0340134_5,SFE
FPWW034,FPWW0340134,584,Dagmar,1,12,8,134,6,FPWW0340134_6,SFE
FPWW034,FPWW0340134,584,Dagmar,1,12,8,134,7,FPWW0340134_7,SFE
FPWW034,FPWW0340134,584,Dagmar,1,12,8,134,8,FPWW0340134_8,SFE
FPWW034,FPWW0340134,584,Dagmar,1,12,8,134,9,FPWW0340134_9,SFE
FPWW034,FPWW0340134,584,Dagmar,1,12,8,134,10,FPWW0340134_10,SFE
FPWW034,FPWW0340155,82,MAGISTER,1,12,9,155,1,FPWW0340155_1,SFH
FPWW034,FPWW0340155,82,MAGISTER,1,12,9,155,2,FPWW0340155_2,SFH
FPWW034,FPWW0340155,82,MAGISTER,1,12,9,155,3,FPWW0340155_3,SFH
FPWW034,FPWW0340155,82,MAGISTER,1,12,9,155,4,FPWW0340155_4,SFH
FPWW034,FPWW0340155,82,MAGISTER,1,12,9,155,5,FPWW0340155_5,SFH
FPWW034,FPWW0340155,82,MAGISTER,1,12,9,155,6,FPWW0340155_6,SFH
FPWW034,FPWW0340155,82,MAGISTER,1,12,9,155,7,FPWW0340155_7,SFH
FPWW034,FPWW0340155,82,MAGISTER,1,12,9,155,8,FPWW0340155_8,SFH
FPWW034,FPWW0340155,82,MAGISTER,1,12,9,155,9,FPWW0340155_9,SFH
FPWW034,FPWW0340155,82,MAGISTER,1,12,9,155,10,FPWW0340155_10,SFH
FPWW034,FPWW0340170,45,BUSSARD,1,12,10,170,1,FPWW0340170_1,SFH
FPWW034,FPWW0340170,45,BUSSARD,1,12,10,170,2,FPWW0340170_2,SFH
FPWW034,FPWW0340170,45,BUSSARD,1,12,10,170,3,FPWW0340170_3,SFH
FPWW034,FPWW0340170,45,BUSSARD,1,12,10,170,4,FPWW0340170_4,SFH
FPWW034,FPWW0340170,45,BUSSARD,1,12,10,170,5,FPWW0340170_5,SFH
FPWW034,FPWW0340170,45,BUSSARD,1,12,10,170,6,FPWW0340170_6,SFH
FPWW034,FPWW0340170,45,BUSSARD,1,12,10,170,7,FPWW0340170_7,SFH
FPWW034,FPWW0340170,45,BUSSARD,1,12,10,170,8,FPWW0340170_8,SFH
FPWW034,FPWW0340170,45,BUSSARD,1,12,10,170,9,FPWW0340170_9,SFH
FPWW034,FPWW0340170,45,BUSSARD,1,12,10,170,10,FPWW0340170_10,SFH
FPWW034,FPWW0340097,11116141,DIRIBIA,1,13,6,97,1,FPWW0340097_1,SFE
FPWW034,FPWW0340097,11116141,DIRIBIA,1,13,6,97,2,FPWW0340097_2,SFE
FPWW034,FPWW0340097,11116141,DIRIBIA,1,13,6,97,3,FPWW0340097_3,SFE
FPWW034,FPWW0340097,11116141,DIRIBIA,1,13,6,97,4,FPWW0340097_4,SFE
FPWW034,FPWW0340097,11116141,DIRIBIA,1,13,6,97,5,FPWW0340097_5,SFE
FPWW034,FPWW0340097,11116141,DIRIBIA,1,13,6,97,6,FPWW0340097_6,SFE
FPWW034,FPWW0340097,11116141,DIRIBIA,1,13,6,97,7,FPWW0340097_7,SFE
FPWW034,FPWW0340097,11116141,DIRIBIA,1,13,6,97,8,FPWW0340097_8,SFE
FPWW034,FPWW0340097,11116141,DIRIBIA,1,13,6,97,9,FPWW0340097_9,SFE
FPWW034,FPWW0340097,11116141,DIRIBIA,1,13,6,97,10,FPWW0340097_10,SFE
FPWW034,FPWW0340120,452,MONTALBANO,1,13,7,120,1,FPWW0340120_1,SFE
FPWW034,FPWW0340120,452,MONTALBANO,1,13,7,120,2,FPWW0340120_2,SFE
FPWW034,FPWW0340120,452,MONTALBANO,1,13,7,120,3,FPWW0340120_3,SFE
FPWW034,FPWW0340120,452,MONTALBANO,1,13,7,120,4,FPWW0340120_4,SFE
FPWW034,FPWW0340120,452,MONTALBANO,1,13,7,120,5,FPWW0340120_5,SFE
FPWW034,FPWW0340120,452,MONTALBANO,1,13,7,120,6,FPWW0340120_6,SFE
FPWW034,FPWW0340120,452,MONTALBANO,1,13,7,120,7,FPWW0340120_7,SFE
FPWW034,FPWW0340120,452,MONTALBANO,1,13,7,120,8,FPWW0340120_8,SFE
FPWW034,FPWW0340120,452,MONTALBANO,1,13,7,120,9,FPWW0340120_9,SFE
FPWW034,FPWW0340120,452,MONTALBANO,1,13,7,120,10,FPWW0340120_10,SFE
FPWW034,FPWW0340133,537,TINZEN,1,13,8,133,1,FPWW0340133_1,SFE
FPWW034,FPWW0340133,537,TINZEN,1,13,8,133,2,FPWW0340133_2,SFE
FPWW034,FPWW0340133,537,TINZEN,1,13,8,133,3,FPWW0340133_3,SFE
FPWW034,FPWW0340133,537,TINZEN,1,13,8,133,4,FPWW0340133_4,SFE
FPWW034,FPWW0340133,537,TINZEN,1,13,8,133,5,FPWW0340133_5,SFE
FPWW034,FPWW0340133,537,TINZEN,1,13,8,133,6,FPWW0340133_6,SFE
FPWW034,FPWW0340133,537,TINZEN,1,13,8,133,7,FPWW0340133_7,SFE
FPWW034,FPWW0340133,537,TINZEN,1,13,8,133,8,FPWW0340133_8,SFE
FPWW034,FPWW0340133,537,TINZEN,1,13,8,133,9,FPWW0340133_9,SFE
FPWW034,FPWW0340133,537,TINZEN,1,13,8,133,10,FPWW0340133_10,SFE
FPWW034,FPWW0340156,603,ZENTA,1,13,9,156,1,FPWW0340156_1,SFH
FPWW034,FPWW0340156,603,ZENTA,1,13,9,156,2,FPWW0340156_2,SFH
FPWW034,FPWW0340156,603,ZENTA,1,13,9,156,3,FPWW0340156_3,SFH
FPWW034,FPWW0340156,603,ZENTA,1,13,9,156,4,FPWW0340156_4,SFH
FPWW034,FPWW0340156,603,ZENTA,1,13,9,156,5,FPWW0340156_5,SFH
