"exp_UID","plot_UID","gen_id","genotype_name","lot","range_lot","row_lot","plot","plant_id","plant_UID","set","unique"
"FPWW036","FPWW0360339",11116496,"FIER",3,16,19,339,6,"FPWW0360339_6","SFE","C256"
"FPWW036","FPWW0360339",11116496,"FIER",3,16,19,339,7,"FPWW0360339_7","SFE","C257"
"FPWW036","FPWW0360339",11116496,"FIER",3,16,19,339,8,"FPWW0360339_8","SFE","C258"
"FPWW036","FPWW0360339",11116496,"FIER",3,16,19,339,9,"FPWW0360339_9","SFE","C259"
"FPWW036","FPWW0360339",11116496,"FIER",3,16,19,339,10,"FPWW0360339_10","SFE","C260"
"FPWW036","FPWW0360291",28,"FOREL",3,4,17,291,1,"FPWW0360291_1","SFE","C261"
"FPWW036","FPWW0360291",28,"FOREL",3,4,17,291,2,"FPWW0360291_2","SFE","C262"
"FPWW036","FPWW0360291",28,"FOREL",3,4,17,291,3,"FPWW0360291_3","SFE","C263"
"FPWW036","FPWW0360291",28,"FOREL",3,4,17,291,4,"FPWW0360291_4","SFE","C264"
"FPWW036","FPWW0360291",28,"FOREL",3,4,17,291,5,"FPWW0360291_5","SFE","C265"
"FPWW036","FPWW0360291",28,"FOREL",3,4,17,291,6,"FPWW0360291_6","SFE","C266"
"FPWW036","FPWW0360291",28,"FOREL",3,4,17,291,7,"FPWW0360291_7","SFE","C267"
"FPWW036","FPWW0360291",28,"FOREL",3,4,17,291,8,"FPWW0360291_8","SFE","C268"
"FPWW036","FPWW0360291",28,"FOREL",3,4,17,291,9,"FPWW0360291_9","SFE","C269"
"FPWW036","FPWW0360291",28,"FOREL",3,4,17,291,10,"FPWW0360291_10","SFE","C270"
"FPWW036","FPWW0360325",11116513,"FUORN",3,2,19,325,1,"FPWW0360325_1","SFE","C271"
"FPWW036","FPWW0360325",11116513,"FUORN",3,2,19,325,2,"FPWW0360325_2","SFE","C272"
"FPWW036","FPWW0360325",11116513,"FUORN",3,2,19,325,3,"FPWW0360325_3","SFE","C273"
"FPWW036","FPWW0360325",11116513,"FUORN",3,2,19,325,4,"FPWW0360325_4","SFE","C274"
"FPWW036","FPWW0360325",11116513,"FUORN",3,2,19,325,5,"FPWW0360325_5","SFE","C275"
"FPWW036","FPWW0360325",11116513,"FUORN",3,2,19,325,6,"FPWW0360325_6","SFE","C276"
"FPWW036","FPWW0360325",11116513,"FUORN",3,2,19,325,7,"FPWW0360325_7","SFE","C277"
"FPWW036","FPWW0360325",11116513,"FUORN",3,2,19,325,8,"FPWW0360325_8","SFE","C278"
"FPWW036","FPWW0360325",11116513,"FUORN",3,2,19,325,9,"FPWW0360325_9","SFE","C279"
"FPWW036","FPWW0360325",11116513,"FUORN",3,2,19,325,10,"FPWW0360325_10","SFE","C280"
"FPWW036","FPWW0360319",593,"GK Sziliard",3,7,18,319,1,"FPWW0360319_1","SFE","C281"
"FPWW036","FPWW0360319",593,"GK Sziliard",3,7,18,319,2,"FPWW0360319_2","SFE","C282"
"FPWW036","FPWW0360319",593,"GK Sziliard",3,7,18,319,3,"FPWW0360319_3","SFE","C283"
"FPWW036","FPWW0360319",593,"GK Sziliard",3,7,18,319,4,"FPWW0360319_4","SFE","C284"
"FPWW036","FPWW0360319",593,"GK Sziliard",3,7,18,319,5,"FPWW0360319_5","SFE","C285"
"FPWW036","FPWW0360319",593,"GK Sziliard",3,7,18,319,6,"FPWW0360319_6","SFE","C286"
"FPWW036","FPWW0360319",593,"GK Sziliard",3,7,18,319,7,"FPWW0360319_7","SFE","C287"
"FPWW036","FPWW0360319",593,"GK Sziliard",3,7,18,319,8,"FPWW0360319_8","SFE","C288"
"FPWW036","FPWW0360319",593,"GK Sziliard",3,7,18,319,9,"FPWW0360319_9","SFE","C289"
"FPWW036","FPWW0360319",593,"GK Sziliard",3,7,18,319,10,"FPWW0360319_10","SFE","C290"
"FPWW036","FPWW0360329",23,"HANSWIN",3,6,19,329,1,"FPWW0360329_1","SFE","C291"
"FPWW036","FPWW0360329",23,"HANSWIN",3,6,19,329,2,"FPWW0360329_2","SFE","C292"
"FPWW036","FPWW0360329",23,"HANSWIN",3,6,19,329,3,"FPWW0360329_3","SFE","C293"
"FPWW036","FPWW0360329",23,"HANSWIN",3,6,19,329,4,"FPWW0360329_4","SFE","C294"
"FPWW036","FPWW0360329",23,"HANSWIN",3,6,19,329,5,"FPWW0360329_5","SFE","C295"
"FPWW036","FPWW0360329",23,"HANSWIN",3,6,19,329,6,"FPWW0360329_6","SFE","C296"
"FPWW036","FPWW0360329",23,"HANSWIN",3,6,19,329,7,"FPWW0360329_7","SFE","C297"
"FPWW036","FPWW0360329",23,"HANSWIN",3,6,19,329,8,"FPWW0360329_8","SFE","C298"
"FPWW036","FPWW0360329",23,"HANSWIN",3,6,19,329,9,"FPWW0360329_9","SFE","C299"
"FPWW036","FPWW0360329",23,"HANSWIN",3,6,19,329,10,"FPWW0360329_10","SFE","C300"
"FPWW036","FPWW0360303",585,"Julie",3,16,17,303,1,"FPWW0360303_1","SFE","C301"
"FPWW036","FPWW0360303",585,"Julie",3,16,17,303,2,"FPWW0360303_2","SFE","C302"
"FPWW036","FPWW0360303",585,"Julie",3,16,17,303,3,"FPWW0360303_3","SFE","C303"
"FPWW036","FPWW0360303",585,"Julie",3,16,17,303,4,"FPWW0360303_4","SFE","C304"
"FPWW036","FPWW0360303",585,"Julie",3,16,17,303,5,"FPWW0360303_5","SFE","C305"
"FPWW036","FPWW0360303",585,"Julie",3,16,17,303,6,"FPWW0360303_6","SFE","C306"
"FPWW036","FPWW0360303",585,"Julie",3,16,17,303,7,"FPWW0360303_7","SFE","C307"
"FPWW036","FPWW0360303",585,"Julie",3,16,17,303,8,"FPWW0360303_8","SFE","C308"
"FPWW036","FPWW0360303",585,"Julie",3,16,17,303,9,"FPWW0360303_9","SFE","C309"
"FPWW036","FPWW0360303",585,"Julie",3,16,17,303,10,"FPWW0360303_10","SFE","C310"
"FPWW036","FPWW0360337",19111818,"KASTELL",3,14,19,337,1,"FPWW0360337_1","SFE","C311"
"FPWW036","FPWW0360337",19111818,"KASTELL",3,14,19,337,2,"FPWW0360337_2","SFE","C312"
"FPWW036","FPWW0360337",19111818,"KASTELL",3,14,19,337,3,"FPWW0360337_3","SFE","C313"
"FPWW036","FPWW0360337",19111818,"KASTELL",3,14,19,337,4,"FPWW0360337_4","SFE","C314"
"FPWW036","FPWW0360337",19111818,"KASTELL",3,14,19,337,5,"FPWW0360337_5","SFE","C315"
"FPWW036","FPWW0360337",19111818,"KASTELL",3,14,19,337,6,"FPWW0360337_6","SFE","C316"
"FPWW036","FPWW0360337",19111818,"KASTELL",3,14,19,337,7,"FPWW0360337_7","SFE","C317"
"FPWW036","FPWW0360337",19111818,"KASTELL",3,14,19,337,8,"FPWW0360337_8","SFE","C318"
"FPWW036","FPWW0360337",19111818,"KASTELL",3,14,19,337,9,"FPWW0360337_9","SFE","C319"
"FPWW036","FPWW0360337",19111818,"KASTELL",3,14,19,337,10,"FPWW0360337_10","SFE","C320"
"FPWW036","FPWW0360318",588,"LG Absalon",3,8,18,318,1,"FPWW0360318_1","SFE","C321"
"FPWW036","FPWW0360318",588,"LG Absalon",3,8,18,318,2,"FPWW0360318_2","SFE","C322"
"FPWW036","FPWW0360318",588,"LG Absalon",3,8,18,318,3,"FPWW0360318_3","SFE","C323"
"FPWW036","FPWW0360318",588,"LG Absalon",3,8,18,318,4,"FPWW0360318_4","SFE","C324"
"FPWW036","FPWW0360318",588,"LG Absalon",3,8,18,318,5,"FPWW0360318_5","SFE","C325"
"FPWW036","FPWW0360318",588,"LG Absalon",3,8,18,318,6,"FPWW0360318_6","SFE","C326"
"FPWW036","FPWW0360318",588,"LG Absalon",3,8,18,318,7,"FPWW0360318_7","SFE","C327"
"FPWW036","FPWW0360318",588,"LG Absalon",3,8,18,318,8,"FPWW0360318_8","SFE","C328"
"FPWW036","FPWW0360318",588,"LG Absalon",3,8,18,318,9,"FPWW0360318_9","SFE","C329"
"FPWW036","FPWW0360318",588,"LG Absalon",3,8,18,318,10,"FPWW0360318_10","SFE","C330"
"FPWW036","FPWW0360335",19111861,"LG_MONDIAL",3,12,19,335,1,"FPWW0360335_1","SFE","C331"
"FPWW036","FPWW0360335",19111861,"LG_MONDIAL",3,12,19,335,2,"FPWW0360335_2","SFE","C332"
"FPWW036","FPWW0360335",19111861,"LG_MONDIAL",3,12,19,335,3,"FPWW0360335_3","SFE","C333"
"FPWW036","FPWW0360335",19111861,"LG_MONDIAL",3,12,19,335,4,"FPWW0360335_4","SFE","C334"
"FPWW036","FPWW0360335",19111861,"LG_MONDIAL",3,12,19,335,5,"FPWW0360335_5","SFE","C335"
"FPWW036","FPWW0360335",19111861,"LG_MONDIAL",3,12,19,335,6,"FPWW0360335_6","SFE","C336"
"FPWW036","FPWW0360335",19111861,"LG_MONDIAL",3,12,19,335,7,"FPWW0360335_7","SFE","C337"
"FPWW036","FPWW0360335",19111861,"LG_MONDIAL",3,12,19,335,8,"FPWW0360335_8","SFE","C338"
"FPWW036","FPWW0360335",19111861,"LG_MONDIAL",3,12,19,335,9,"FPWW0360335_9","SFE","C339"
"FPWW036","FPWW0360335",19111861,"LG_MONDIAL",3,12,19,335,10,"FPWW0360335_10","SFE","C340"
"FPWW036","FPWW0360253",6,"ARINA",3,2,15,253,1,"FPWW0360253_1","SFH","C341"
"FPWW036","FPWW0360253",6,"ARINA",3,2,15,253,2,"FPWW0360253_2","SFH","C342"
"FPWW036","FPWW0360253",6,"ARINA",3,2,15,253,3,"FPWW0360253_3","SFH","C343"
"FPWW036","FPWW0360253",6,"ARINA",3,2,15,253,4,"FPWW0360253_4","SFH","C344"
"FPWW036","FPWW0360253",6,"ARINA",3,2,15,253,5,"FPWW0360253_5","SFH","C345"
"FPWW036","FPWW0360253",6,"ARINA",3,2,15,253,6,"FPWW0360253_6","SFH","C346"
"FPWW036","FPWW0360253",6,"ARINA",3,2,15,253,7,"FPWW0360253_7","SFH","C347"
"FPWW036","FPWW0360253",6,"ARINA",3,2,15,253,8,"FPWW0360253_8","SFH","C348"
"FPWW036","FPWW0360253",6,"ARINA",3,2,15,253,9,"FPWW0360253_9","SFH","C349"
"FPWW036","FPWW0360253",6,"ARINA",3,2,15,253,10,"FPWW0360253_10","SFH","C350"
"FPWW036","FPWW0360254",347,"Soissons",3,3,15,254,1,"FPWW0360254_1","SFH","C351"
"FPWW036","FPWW0360254",347,"Soissons",3,3,15,254,2,"FPWW0360254_2","SFH","C352"
"FPWW036","FPWW0360254",347,"Soissons",3,3,15,254,3,"FPWW0360254_3","SFH","C353"
"FPWW036","FPWW0360254",347,"Soissons",3,3,15,254,4,"FPWW0360254_4","SFH","C354"
"FPWW036","FPWW0360254",347,"Soissons",3,3,15,254,5,"FPWW0360254_5","SFH","C355"
"FPWW036","FPWW0360254",347,"Soissons",3,3,15,254,6,"FPWW0360254_6","SFH","C356"
"FPWW036","FPWW0360254",347,"Soissons",3,3,15,254,7,"FPWW0360254_7","SFH","C357"
"FPWW036","FPWW0360254",347,"Soissons",3,3,15,254,8,"FPWW0360254_8","SFH","C358"
"FPWW036","FPWW0360254",347,"Soissons",3,3,15,254,9,"FPWW0360254_9","SFH","C359"
"FPWW036","FPWW0360254",347,"Soissons",3,3,15,254,10,"FPWW0360254_10","SFH","C360"
"FPWW036","FPWW0360255",546,"ALPVAL",3,4,15,255,1,"FPWW0360255_1","SFH","C361"
"FPWW036","FPWW0360255",546,"ALPVAL",3,4,15,255,2,"FPWW0360255_2","SFH","C362"
"FPWW036","FPWW0360255",546,"ALPVAL",3,4,15,255,3,"FPWW0360255_3","SFH","C363"
"FPWW036","FPWW0360255",546,"ALPVAL",3,4,15,255,4,"FPWW0360255_4","SFH","C364"
"FPWW036","FPWW0360255",546,"ALPVAL",3,4,15,255,5,"FPWW0360255_5","SFH","C365"
"FPWW036","FPWW0360255",546,"ALPVAL",3,4,15,255,6,"FPWW0360255_6","SFH","C366"
"FPWW036","FPWW0360255",546,"ALPVAL",3,4,15,255,7,"FPWW0360255_7","SFH","C367"
"FPWW036","FPWW0360255",546,"ALPVAL",3,4,15,255,8,"FPWW0360255_8","SFH","C368"
"FPWW036","FPWW0360255",546,"ALPVAL",3,4,15,255,9,"FPWW0360255_9","SFH","C369"
"FPWW036","FPWW0360255",546,"ALPVAL",3,4,15,255,10,"FPWW0360255_10","SFH","C370"
"FPWW036","FPWW0360256",468,"Rubisko",3,5,15,256,1,"FPWW0360256_1","SFH","C371"
"FPWW036","FPWW0360256",468,"Rubisko",3,5,15,256,2,"FPWW0360256_2","SFH","C372"
"FPWW036","FPWW0360256",468,"Rubisko",3,5,15,256,3,"FPWW0360256_3","SFH","C373"
"FPWW036","FPWW0360256",468,"Rubisko",3,5,15,256,4,"FPWW0360256_4","SFH","C374"
"FPWW036","FPWW0360256",468,"Rubisko",3,5,15,256,5,"FPWW0360256_5","SFH","C375"
"FPWW036","FPWW0360256",468,"Rubisko",3,5,15,256,6,"FPWW0360256_6","SFH","C376"
"FPWW036","FPWW0360256",468,"Rubisko",3,5,15,256,7,"FPWW0360256_7","SFH","C377"
"FPWW036","FPWW0360256",468,"Rubisko",3,5,15,256,8,"FPWW0360256_8","SFH","C378"
"FPWW036","FPWW0360256",468,"Rubisko",3,5,15,256,9,"FPWW0360256_9","SFH","C379"
"FPWW036","FPWW0360256",468,"Rubisko",3,5,15,256,10,"FPWW0360256_10","SFH","C380"
"FPWW036","FPWW0360257",24,"ZENITH",3,6,15,257,1,"FPWW0360257_1","SFH","C381"
"FPWW036","FPWW0360257",24,"ZENITH",3,6,15,257,2,"FPWW0360257_2","SFH","C382"
"FPWW036","FPWW0360257",24,"ZENITH",3,6,15,257,3,"FPWW0360257_3","SFH","C383"
"FPWW036","FPWW0360257",24,"ZENITH",3,6,15,257,4,"FPWW0360257_4","SFH","C384"
"FPWW036","FPWW0360257",24,"ZENITH",3,6,15,257,5,"FPWW0360257_5","SFH","C385"
"FPWW036","FPWW0360257",24,"ZENITH",3,6,15,257,6,"FPWW0360257_6","SFH","C386"
"FPWW036","FPWW0360257",24,"ZENITH",3,6,15,257,7,"FPWW0360257_7","SFH","C387"
"FPWW036","FPWW0360257",24,"ZENITH",3,6,15,257,8,"FPWW0360257_8","SFH","C388"
"FPWW036","FPWW0360257",24,"ZENITH",3,6,15,257,9,"FPWW0360257_9","SFH","C389"
"FPWW036","FPWW0360257",24,"ZENITH",3,6,15,257,10,"FPWW0360257_10","SFH","C390"
"FPWW036","FPWW0360258",15,"GALAXIE",3,7,15,258,1,"FPWW0360258_1","SFH","C391"
"FPWW036","FPWW0360258",15,"GALAXIE",3,7,15,258,2,"FPWW0360258_2","SFH","C392"
"FPWW036","FPWW0360258",15,"GALAXIE",3,7,15,258,3,"FPWW0360258_3","SFH","C393"
"FPWW036","FPWW0360258",15,"GALAXIE",3,7,15,258,4,"FPWW0360258_4","SFH","C394"
"FPWW036","FPWW0360258",15,"GALAXIE",3,7,15,258,5,"FPWW0360258_5","SFH","C395"
"FPWW036","FPWW0360258",15,"GALAXIE",3,7,15,258,6,"FPWW0360258_6","SFH","C396"
"FPWW036","FPWW0360258",15,"GALAXIE",3,7,15,258,7,"FPWW0360258_7","SFH","C397"
"FPWW036","FPWW0360258",15,"GALAXIE",3,7,15,258,8,"FPWW0360258_8","SFH","C398"
"FPWW036","FPWW0360258",15,"GALAXIE",3,7,15,258,9,"FPWW0360258_9","SFH","C399"
"FPWW036","FPWW0360258",15,"GALAXIE",3,7,15,258,10,"FPWW0360258_10","SFH","C400"
"FPWW036","FPWW0360259",575,"CAPITOLE-VILMORIN",3,8,15,259,1,"FPWW0360259_1","SFH","C401"
"FPWW036","FPWW0360259",575,"CAPITOLE-VILMORIN",3,8,15,259,2,"FPWW0360259_2","SFH","C402"
"FPWW036","FPWW0360259",575,"CAPITOLE-VILMORIN",3,8,15,259,3,"FPWW0360259_3","SFH","C403"
"FPWW036","FPWW0360259",575,"CAPITOLE-VILMORIN",3,8,15,259,4,"FPWW0360259_4","SFH","C404"
"FPWW036","FPWW0360259",575,"CAPITOLE-VILMORIN",3,8,15,259,5,"FPWW0360259_5","SFH","C405"
"FPWW036","FPWW0360259",575,"CAPITOLE-VILMORIN",3,8,15,259,6,"FPWW0360259_6","SFH","C406"
"FPWW036","FPWW0360259",575,"CAPITOLE-VILMORIN",3,8,15,259,7,"FPWW0360259_7","SFH","C407"
"FPWW036","FPWW0360259",575,"CAPITOLE-VILMORIN",3,8,15,259,8,"FPWW0360259_8","SFH","C408"
"FPWW036","FPWW0360259",575,"CAPITOLE-VILMORIN",3,8,15,259,9,"FPWW0360259_9","SFH","C409"
"FPWW036","FPWW0360259",575,"CAPITOLE-VILMORIN",3,8,15,259,10,"FPWW0360259_10","SFH","C410"
"FPWW036","FPWW0360301",11115145,"MONTALBANO",3,14,17,301,1,"FPWW0360301_1","SFE","C411"
"FPWW036","FPWW0360301",11115145,"MONTALBANO",3,14,17,301,2,"FPWW0360301_2","SFE","C412"
"FPWW036","FPWW0360301",11115145,"MONTALBANO",3,14,17,301,3,"FPWW0360301_3","SFE","C413"
"FPWW036","FPWW0360301",11115145,"MONTALBANO",3,14,17,301,4,"FPWW0360301_4","SFE","C414"
"FPWW036","FPWW0360301",11115145,"MONTALBANO",3,14,17,301,5,"FPWW0360301_5","SFE","C415"
"FPWW036","FPWW0360301",11115145,"MONTALBANO",3,14,17,301,6,"FPWW0360301_6","SFE","C416"
"FPWW036","FPWW0360301",11115145,"MONTALBANO",3,14,17,301,7,"FPWW0360301_7","SFE","C417"
"FPWW036","FPWW0360301",11115145,"MONTALBANO",3,14,17,301,8,"FPWW0360301_8","SFE","C418"
"FPWW036","FPWW0360301",11115145,"MONTALBANO",3,14,17,301,9,"FPWW0360301_9","SFE","C419"
"FPWW036","FPWW0360301",11115145,"MONTALBANO",3,14,17,301,10,"FPWW0360301_10","SFE","C420"
"FPWW036","FPWW0360304",452,"MONTALBANO",3,17,17,304,1,"FPWW0360304_1","SFE","C421"
"FPWW036","FPWW0360304",452,"MONTALBANO",3,17,17,304,2,"FPWW0360304_2","SFE","C422"
"FPWW036","FPWW0360304",452,"MONTALBANO",3,17,17,304,3,"FPWW0360304_3","SFE","C423"
"FPWW036","FPWW0360304",452,"MONTALBANO",3,17,17,304,4,"FPWW0360304_4","SFE","C424"
"FPWW036","FPWW0360304",452,"MONTALBANO",3,17,17,304,5,"FPWW0360304_5","SFE","C425"
"FPWW036","FPWW0360304",452,"MONTALBANO",3,17,17,304,6,"FPWW0360304_6","SFE","C426"
"FPWW036","FPWW0360304",452,"MONTALBANO",3,17,17,304,7,"FPWW0360304_7","SFE","C427"
"FPWW036","FPWW0360304",452,"MONTALBANO",3,17,17,304,8,"FPWW0360304_8","SFE","C428"
"FPWW036","FPWW0360304",452,"MONTALBANO",3,17,17,304,9,"FPWW0360304_9","SFE","C429"
"FPWW036","FPWW0360304",452,"MONTALBANO",3,17,17,304,10,"FPWW0360304_10","SFE","C430"
"FPWW036","FPWW0360321",452,"MONTALBANO",3,5,18,321,1,"FPWW0360321_1","SFE","C431"
"FPWW036","FPWW0360321",452,"MONTALBANO",3,5,18,321,2,"FPWW0360321_2","SFE","C432"
"FPWW036","FPWW0360321",452,"MONTALBANO",3,5,18,321,3,"FPWW0360321_3","SFE","C433"
"FPWW036","FPWW0360321",452,"MONTALBANO",3,5,18,321,4,"FPWW0360321_4","SFE","C434"
"FPWW036","FPWW0360321",452,"MONTALBANO",3,5,18,321,5,"FPWW0360321_5","SFE","C435"
"FPWW036","FPWW0360321",452,"MONTALBANO",3,5,18,321,6,"FPWW0360321_6","SFE","C436"
"FPWW036","FPWW0360321",452,"MONTALBANO",3,5,18,321,7,"FPWW0360321_7","SFE","C437"
"FPWW036","FPWW0360321",452,"MONTALBANO",3,5,18,321,8,"FPWW0360321_8","SFE","C438"
"FPWW036","FPWW0360321",452,"MONTALBANO",3,5,18,321,9,"FPWW0360321_9","SFE","C439"
"FPWW036","FPWW0360321",452,"MONTALBANO",3,5,18,321,10,"FPWW0360321_10","SFE","C440"
"FPWW036","FPWW0360326",452,"MONTALBANO",3,3,19,326,1,"FPWW0360326_1","SFE","C441"
"FPWW036","FPWW0360326",452,"MONTALBANO",3,3,19,326,2,"FPWW0360326_2","SFE","C442"
"FPWW036","FPWW0360326",452,"MONTALBANO",3,3,19,326,3,"FPWW0360326_3","SFE","C443"
"FPWW036","FPWW0360326",452,"MONTALBANO",3,3,19,326,4,"FPWW0360326_4","SFE","C444"
"FPWW036","FPWW0360326",452,"MONTALBANO",3,3,19,326,5,"FPWW0360326_5","SFE","C445"
"FPWW036","FPWW0360326",452,"MONTALBANO",3,3,19,326,6,"FPWW0360326_6","SFE","C446"
"FPWW036","FPWW0360326",452,"MONTALBANO",3,3,19,326,7,"FPWW0360326_7","SFE","C447"
"FPWW036","FPWW0360326",452,"MONTALBANO",3,3,19,326,8,"FPWW0360326_8","SFE","C448"
"FPWW036","FPWW0360326",452,"MONTALBANO",3,3,19,326,9,"FPWW0360326_9","SFE","C449"
"FPWW036","FPWW0360326",452,"MONTALBANO",3,3,19,326,10,"FPWW0360326_10","SFE","C450"
"FPWW036","FPWW0360324",586,"Mv Nador",3,2,18,324,1,"FPWW0360324_1","SFE","C451"
"FPWW036","FPWW0360324",586,"Mv Nador",3,2,18,324,2,"FPWW0360324_2","SFE","C452"
"FPWW036","FPWW0360324",586,"Mv Nador",3,2,18,324,3,"FPWW0360324_3","SFE","C453"
"FPWW036","FPWW0360324",586,"Mv Nador",3,2,18,324,4,"FPWW0360324_4","SFE","C454"
"FPWW036","FPWW0360324",586,"Mv Nador",3,2,18,324,5,"FPWW0360324_5","SFE","C455"
"FPWW036","FPWW0360324",586,"Mv Nador",3,2,18,324,6,"FPWW0360324_6","SFE","C456"
"FPWW036","FPWW0360324",586,"Mv Nador",3,2,18,324,7,"FPWW0360324_7","SFE","C457"
"FPWW036","FPWW0360324",586,"Mv Nador",3,2,18,324,8,"FPWW0360324_8","SFE","C458"
"FPWW036","FPWW0360324",586,"Mv Nador",3,2,18,324,9,"FPWW0360324_9","SFE","C459"
"FPWW036","FPWW0360324",586,"Mv Nador",3,2,18,324,10,"FPWW0360324_10","SFE","C460"
"FPWW036","FPWW0360342",589,"Nogal",3,19,19,342,1,"FPWW0360342_1","SFE","C461"
"FPWW036","FPWW0360342",589,"Nogal",3,19,19,342,2,"FPWW0360342_2","SFE","C462"
"FPWW036","FPWW0360342",589,"Nogal",3,19,19,342,3,"FPWW0360342_3","SFE","C463"
"FPWW036","FPWW0360342",589,"Nogal",3,19,19,342,4,"FPWW0360342_4","SFE","C464"
"FPWW036","FPWW0360342",589,"Nogal",3,19,19,342,5,"FPWW0360342_5","SFE","C465"
"FPWW036","FPWW0360342",589,"Nogal",3,19,19,342,6,"FPWW0360342_6","SFE","C466"
"FPWW036","FPWW0360342",589,"Nogal",3,19,19,342,7,"FPWW0360342_7","SFE","C467"
"FPWW036","FPWW0360342",589,"Nogal",3,19,19,342,8,"FPWW0360342_8","SFE","C468"
"FPWW036","FPWW0360342",589,"Nogal",3,19,19,342,9,"FPWW0360342_9","SFE","C469"
"FPWW036","FPWW0360342",589,"Nogal",3,19,19,342,10,"FPWW0360342_10","SFE","C470"
"FPWW036","FPWW0360302",11116405,"PIANALTO",3,15,17,302,1,"FPWW0360302_1","SFE","C471"
"FPWW036","FPWW0360302",11116405,"PIANALTO",3,15,17,302,2,"FPWW0360302_2","SFE","C472"
"FPWW036","FPWW0360302",11116405,"PIANALTO",3,15,17,302,3,"FPWW0360302_3","SFE","C473"
"FPWW036","FPWW0360302",11116405,"PIANALTO",3,15,17,302,4,"FPWW0360302_4","SFE","C474"
"FPWW036","FPWW0360302",11116405,"PIANALTO",3,15,17,302,5,"FPWW0360302_5","SFE","C475"
"FPWW036","FPWW0360302",11116405,"PIANALTO",3,15,17,302,6,"FPWW0360302_6","SFE","C476"
"FPWW036","FPWW0360302",11116405,"PIANALTO",3,15,17,302,7,"FPWW0360302_7","SFE","C477"
"FPWW036","FPWW0360302",11116405,"PIANALTO",3,15,17,302,8,"FPWW0360302_8","SFE","C478"
"FPWW036","FPWW0360302",11116405,"PIANALTO",3,15,17,302,9,"FPWW0360302_9","SFE","C479"
"FPWW036","FPWW0360302",11116405,"PIANALTO",3,15,17,302,10,"FPWW0360302_10","SFE","C480"
"FPWW036","FPWW0360313",473,"PIZNAIR",3,13,18,313,1,"FPWW0360313_1","SFE","C481"
"FPWW036","FPWW0360313",473,"PIZNAIR",3,13,18,313,2,"FPWW0360313_2","SFE","C482"
"FPWW036","FPWW0360313",473,"PIZNAIR",3,13,18,313,3,"FPWW0360313_3","SFE","C483"
"FPWW036","FPWW0360313",473,"PIZNAIR",3,13,18,313,4,"FPWW0360313_4","SFE","C484"
"FPWW036","FPWW0360313",473,"PIZNAIR",3,13,18,313,5,"FPWW0360313_5","SFE","C485"
"FPWW036","FPWW0360313",473,"PIZNAIR",3,13,18,313,6,"FPWW0360313_6","SFE","C486"
"FPWW036","FPWW0360313",473,"PIZNAIR",3,13,18,313,7,"FPWW0360313_7","SFE","C487"
"FPWW036","FPWW0360313",473,"PIZNAIR",3,13,18,313,8,"FPWW0360313_8","SFE","C488"
"FPWW036","FPWW0360313",473,"PIZNAIR",3,13,18,313,9,"FPWW0360313_9","SFE","C489"
"FPWW036","FPWW0360313",473,"PIZNAIR",3,13,18,313,10,"FPWW0360313_10","SFE","C490"
"FPWW036","FPWW0360310",466,"PONCIONE",3,16,18,310,1,"FPWW0360310_1","SFE","C491"
"FPWW036","FPWW0360310",466,"PONCIONE",3,16,18,310,2,"FPWW0360310_2","SFE","C492"
"FPWW036","FPWW0360310",466,"PONCIONE",3,16,18,310,3,"FPWW0360310_3","SFE","C493"
"FPWW036","FPWW0360310",466,"PONCIONE",3,16,18,310,4,"FPWW0360310_4","SFE","C494"
"FPWW036","FPWW0360310",466,"PONCIONE",3,16,18,310,5,"FPWW0360310_5","SFE","C495"
"FPWW036","FPWW0360310",466,"PONCIONE",3,16,18,310,6,"FPWW0360310_6","SFE","C496"
"FPWW036","FPWW0360310",466,"PONCIONE",3,16,18,310,7,"FPWW0360310_7","SFE","C497"
"FPWW036","FPWW0360310",466,"PONCIONE",3,16,18,310,8,"FPWW0360310_8","SFE","C498"
"FPWW036","FPWW0360310",466,"PONCIONE",3,16,18,310,9,"FPWW0360310_9","SFE","C499"
"FPWW036","FPWW0360310",466,"PONCIONE",3,16,18,310,10,"FPWW0360310_10","SFE","C500"
"FPWW036","FPWW0360334",460,"POSMEDA",3,11,19,334,1,"FPWW0360334_1","SFE","C501"
"FPWW036","FPWW0360334",460,"POSMEDA",3,11,19,334,2,"FPWW0360334_2","SFE","C502"
"FPWW036","FPWW0360334",460,"POSMEDA",3,11,19,334,3,"FPWW0360334_3","SFE","C503"
"FPWW036","FPWW0360334",460,"POSMEDA",3,11,19,334,4,"FPWW0360334_4","SFE","C504"
"FPWW036","FPWW0360334",460,"POSMEDA",3,11,19,334,5,"FPWW0360334_5","SFE","C505"
"FPWW036","FPWW0360334",460,"POSMEDA",3,11,19,334,6,"FPWW0360334_6","SFE","C506"
"FPWW036","FPWW0360334",460,"POSMEDA",3,11,19,334,7,"FPWW0360334_7","SFE","C507"
"FPWW036","FPWW0360334",460,"POSMEDA",3,11,19,334,8,"FPWW0360334_8","SFE","C508"
"FPWW036","FPWW0360334",460,"POSMEDA",3,11,19,334,9,"FPWW0360334_9","SFE","C509"
"FPWW036","FPWW0360334",460,"POSMEDA",3,11,19,334,10,"FPWW0360334_10","SFE","C510"
"FPWW036","FPWW0360290",587,"RGT Reform",3,3,17,290,1,"FPWW0360290_1","SFE","C511"
